actual,proposed
466.0728454589844,50.22614669799805
0.0,54.32209777832031
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.330998182296753
0.0,3.11508846282959
0.0,6.700418949127197
0.0,8.457043647766113
0.0,10.146105766296387
0.0,11.680676460266113
0.0,13.20098876953125
0.0,14.618064880371094
0.0,15.980637550354004
0.0,17.290803909301758
0.0,18.505813598632812
0.0,19.674095153808594
0.0,20.842205047607422
0.0,21.96538734436035
0.0,23.04537010192871
0.0,24.083816528320312
0.0,25.17184829711914
0.0,26.12850570678711
0.0,26.958847045898438
0.0,27.80200958251953
0.0,28.612743377685547
0.0,29.392295837402344
0.0,30.141864776611328
0.0,30.817846298217773
0.0,31.423063278198242
0.0,31.96023941040039
0.0,32.92864227294922
0.0,33.3631477355957
0.0,34.05009460449219
0.0,34.3519401550293
0.0,34.64217758178711
0.0,34.96601486206055
0.0,35.27739715576172
0.0,35.57680130004883
0.0,35.81992721557617
0.0,36.05370330810547
0.0,36.32324981689453
0.0,36.58243179321289
0.0,36.831642150878906
0.0,37.07126998901367
0.0,37.30168151855469
0.0,37.52322769165039
0.0,37.69149398803711
0.0,37.8532829284668
0.0,37.96409225463867
0.0,38.070640563964844
0.0,38.21784973144531
0.0,38.314640045166016
0.0,38.4077033996582
0.0,38.40766143798828
0.0,38.407623291015625
0.0,38.318058013916016
0.0,38.09764862060547
0.0,37.885719299316406
0.0,37.637176513671875
0.0,37.398193359375
0.0,37.16840362548828
0.0,36.902687072753906
0.0,36.60242462158203
0.0,36.31371307373047
0.0,35.81049346923828
0.0,35.507476806640625
0.0,35.21611404418945
0.0,34.93595886230469
0.0,34.577056884765625
0.0,33.90012741088867
0.0,33.53630065917969
0.0,32.807044982910156
0.0,32.48525619506836
0.0,32.175846099853516
0.0,31.78881072998047
0.0,31.41666030883789
0.0,30.969297409057617
0.0,30.4943790435791
0.0,29.992963790893555
0.0,29.4660701751709
0.0,28.959442138671875
0.0,28.472299575805664
0.0,27.914365768432617
0.0,27.377891540527344
0.0,26.81728744506836
0.0,25.67041015625
0.0,25.04119110107422
0.0,24.436174392700195
0.0,23.94394874572754
0.0,23.05860710144043
0.0,22.619365692138672
0.0,22.197017669677734
0.0,21.79091453552246
0.0,21.445194244384766
0.0,21.112770080566406
0.0,20.748367309570312
0.0,20.353221893310547
0.0,19.97327423095703
0.0,18.991518020629883
0.0,18.484888076782227
0.0,18.042509078979492
0.0,17.661907196044922
0.0,17.295944213867188
0.0,16.988821029663086
0.0,16.783031463623047
0.0,16.585159301757812
0.0,16.350135803222656
0.0,16.12415313720703
0.0,15.86209774017334
0.0,15.56535816192627
0.0,15.280031204223633
0.0,15.050442695617676
0.0,14.650629997253418
0.0,14.13190746307373
0.0,13.498845100402832
0.0,12.80060863494873
0.0,12.084464073181152
0.0,11.44062614440918
0.0,10.9110746383667
0.0,10.401890754699707
0.0,9.688477516174316
0.0,8.957738876342773
0.0,8.255105972290039
0.0,7.579497337341309
0.0,6.885110378265381
0.0,6.172670364379883
0.0,5.442868709564209
0.0,4.83065938949585
0.0,4.241996765136719
0.0,3.6312150955200195
0.0,3.0886847972869873
0.0,2.6117846965789795
0.0,2.153226852416992
0.0,1.75706946849823
0.0,1.4209123849868774
0.0,1.187211513519287
0.0,1.0520224571228027
0.0,0.730286717414856
0.0,0.7917258739471436
0.0,1.0746158361434937
0.0,1.4809123277664185
0.0,1.9611091613769531
0.0,2.4676003456115723
0.0,2.9993746280670166
0.0,3.55545973777771
0.0,4.134920597076416
0.0,4.781617641448975
0.0,5.537732124328613
0.0,6.399052143096924
0.0,7.361535549163818
0.0,8.421286582946777
0.0,9.485042572021484
0.0,10.552647590637207
0.0,11.668717384338379
0.0,12.741862297058105
0.0,13.863255500793457
0.0,14.986282348632812
0.0,16.155641555786133
0.0,17.36955451965332
0.0,18.626298904418945
0.0,19.879472732543945
0.0,21.084447860717773
0.0,22.287839889526367
0.0,23.444948196411133
0.0,24.557552337646484
0.0,25.58260154724121
0.0,26.56822395324707
0.0,27.471174240112305
0.0,28.339397430419922
0.0,29.174226760864258
0.0,29.976945877075195
0.0,30.793556213378906
0.0,31.578758239746094
0.0,32.37852478027344
0.0,33.14752960205078
0.0,33.842193603515625
0.0,34.55490493774414
0.0,35.28496551513672
0.0,35.98694610595703
0.0,36.75145721435547
0.0,37.48656463623047
0.0,38.238155364990234
0.0,38.96084213256836
0.0,39.61096954345703
0.0,40.19133377075195
0.0,40.70460891723633
0.0,41.24290466308594
0.0,41.760501861572266
0.0,42.25818634033203
0.0,42.826255798339844
0.0,43.417240142822266
0.0,43.89596939086914
0.0,44.26675796508789
0.0,44.623287200927734
0.0,44.92134094238281
0.0,45.16316604614258
0.0,45.35092544555664
0.0,45.576229095458984
0.0,45.79286575317383
0.0,45.9564094543457
0.0,46.024139404296875
0.0,46.08926010131836
0.0,46.10711669921875
0.0,46.03475570678711
0.0,45.830894470214844
0.0,45.590110778808594
0.0,45.31382369995117
0.0,44.95863342285156
0.0,44.57234191894531
0.0,44.24567413330078
0.0,43.886802673339844
0.0,43.5417366027832
0.0,43.16518020629883
0.0,42.803104400634766
0.0,42.499717712402344
0.0,42.20800018310547
0.0,41.88274002075195
0.0,40.959373474121094
0.0,40.368797302246094
0.0,39.71141052246094
0.0,38.90026092529297
0.0,37.98601531982422
0.0,36.92788314819336
0.0,35.77615737915039
0.0,34.53443908691406
0.0,33.16143035888672
0.0,31.751699447631836
0.0,30.351428985595703
0.0,28.870725631713867
0.0,27.267921447753906
0.0,25.637237548828125
0.0,24.024507522583008
0.0,22.339519500732422
0.0,20.67457389831543
0.0,18.98413848876953
0.0,17.269193649291992
0.0,15.620206832885742
0.0,14.034643173217773
0.0,12.465302467346191
0.0,10.86679458618164
0.0,9.329767227172852
0.0,7.896620273590088
0.0,6.563357830047607
0.0,5.32613468170166
0.0,3.125182867050171
0.0,2.199251174926758
0.0,1.4432189464569092
0.0,0.8505555391311646
0.0,0.37021404504776
0.0,0.0426340252161026
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.05625661090016365
0.0,0.3226703703403473
0.0,0.7131280899047852
0.0,1.3123821020126343
0.0,2.067638397216797
0.0,3.0624237060546875
0.0,4.242762088775635
0.0,5.556756973266602
0.0,6.999263763427734
0.0,8.520580291748047
0.0,10.072908401489258
0.0,11.655057907104492
0.0,14.904280662536621
0.0,16.47966194152832
0.0,17.99445343017578
0.0,19.45098114013672
0.0,22.020801544189453
0.0,23.143417358398438
0.0,24.178091049194336
0.0,25.12820816040039
0.0,25.997020721435547
0.0,27.41530990600586
0.0,28.061866760253906
0.0,28.72831916809082
0.0,29.279611587524414
0.0,29.720178604125977
0.0,30.188560485839844
0.0,30.728452682495117
0.0,31.247581481933594
0.0,31.701980590820312
0.0,32.094139099121094
0.0,32.471214294433594
0.0,32.87854766845703
0.0,33.314979553222656
0.0,33.77939224243164
0.0,34.315467834472656
0.0,34.8309211730957
0.0,35.32655334472656
0.0,35.803123474121094
0.0,36.306121826171875
0.0,36.78977584838867
0.0,37.299591064453125
0.0,37.745033264160156
0.0,38.12858200073242
0.0,38.49738311767578
0.0,38.85199737548828
0.0,39.192970275878906
0.0,39.431304931640625
0.0,39.570945739746094
0.0,39.61568832397461
0.0,39.658714294433594
0.0,39.5657958984375
0.0,39.47644805908203
0.0,39.30101013183594
0.0,39.04279708862305
0.0,38.79451370239258
0.0,38.511016845703125
0.0,38.28318786621094
0.0,38.064125061035156
0.0,37.763954162597656
0.0,37.47533416748047
0.0,37.197811126708984
0.0,36.93096160888672
0.0,36.67437744140625
0.0,36.24861145019531
0.0,35.74969482421875
0.0,35.09091567993164
0.0,34.278419494628906
0.0,33.36288833618164
0.0,32.34827423095703
0.0,31.238401412963867
0.0,30.036924362182617
0.0,28.74736785888672
0.0,27.41788673400879
0.0,26.09477424621582
0.0,24.64350128173828
0.0,23.11375617980957
0.0,21.553319931030273
0.0,19.963376998901367
0.0,18.389822006225586
0.0,16.74249839782715
0.0,15.11376953125
0.0,13.502924919128418
0.0,11.864507675170898
0.0,10.244343757629395
0.0,8.552206993103027
0.0,6.880388259887695
0.0,5.22810697555542
0.0,3.684138774871826
0.0,2.1995537281036377
0.0,0.7720681428909302
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8200036883354187
0.0,2.0418291091918945
0.0,3.306184768676758
0.0,4.6562018394470215
0.0,7.5553975105285645
0.0,9.010560989379883
0.0,10.454520225524902
0.0,11.932465553283691
0.0,13.443093299865723
0.0,14.940384864807129
0.0,16.38008689880371
0.0,17.809181213378906
0.0,19.228071212768555
0.0,20.547626495361328
0.0,23.124238967895508
0.0,24.383468627929688
0.0,25.549503326416016
0.0,27.66094970703125
0.0,28.700925827026367
0.0,29.65614128112793
0.0,30.619380950927734
0.0,31.456045150756836
0.0,32.305294036865234
0.0,33.12187957763672
0.0,33.90705490112305
0.0,34.617271423339844
0.0,35.34493637084961
0.0,35.999847412109375
0.0,36.67433547973633
0.0,37.278114318847656
0.0,37.76914978027344
0.0,38.241294860839844
0.0,38.56099319458008
0.0,38.82363510131836
0.0,39.031410217285156
0.0,39.141666412353516
0.0,39.33721160888672
0.0,39.48046875
0.0,39.61821746826172
0.0,39.61638259887695
0.0,39.704139709472656
0.0,39.83328628540039
0.0,39.867942810058594
0.0,39.85649871826172
0.0,39.84550094604492
0.0,39.790157318115234
0.0,39.73694610595703
0.0,39.6857795715332
0.0,39.591819763183594
0.0,39.45670700073242
0.0,39.28202819824219
0.0,39.11406707763672
0.0,38.907806396484375
0.0,38.66471481323242
0.0,38.38621139526367
0.0,38.028892517089844
0.0,37.64055252075195
0.0,37.311912536621094
0.0,36.951148986816406
0.0,36.6042594909668
0.0,36.270713806152344
0.0,35.90523147583008
0.0,35.50904846191406
0.0,35.08333969116211
0.0,34.49494934082031
0.0,33.839664459228516
0.0,33.20958709716797
0.0,32.51421356201172
0.0,31.711294174194336
0.0,30.804969787597656
0.0,29.843976974487305
0.0,28.740896224975586
0.0,27.590713500976562
0.0,26.350481033325195
0.0,25.068424224853516
0.0,23.74614906311035
0.0,22.385208129882812
0.0,20.987083435058594
0.0,19.508441925048828
0.0,17.907621383666992
0.0,16.27884292602539
0.0,14.623188018798828
0.0,12.98644733428955
0.0,11.41265869140625
0.0,9.89940071105957
0.0,8.399580955505371
0.0,7.00221061706543
0.0,5.6585845947265625
0.0,4.366637229919434
0.0,3.1243796348571777
0.0,1.885137677192688
0.0,0.7383224964141846
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.866303563117981
0.0,1.8625305891036987
0.0,2.8652045726776123
0.0,3.9636049270629883
0.0,5.109282493591309
0.0,6.255659103393555
0.0,7.4474711418151855
0.0,8.638208389282227
0.0,9.827910423278809
0.0,10.971856117248535
0.0,12.11656665802002
0.0,13.217249870300293
0.0,14.275599479675293
0.0,15.293242454528809
0.0,16.22698211669922
0.0,17.080045700073242
0.0,17.9450626373291
0.0,18.8663330078125
0.0,19.617881774902344
0.0,20.250999450683594
0.0,20.81500244140625
0.0,21.35731315612793
0.0,21.878765106201172
0.0,22.38016128540039
0.0,22.862274169921875
0.0,23.325841903686523
0.0,23.771581649780273
0.0,24.200178146362305
0.0,24.612289428710938
0.0,25.053314208984375
0.0,25.477375030517578
0.0,25.885128021240234
0.0,26.14291000366211
0.0,26.256486892700195
0.0,26.32093048095703
0.0,26.427661895751953
0.0,26.485523223876953
0.0,26.406871795654297
0.0,26.286481857299805
0.0,26.125959396362305
0.0,25.882083892822266
0.0,25.602828979492188
0.0,25.334314346313477
0.0,25.031362533569336
0.0,24.69529914855957
0.0,24.282634735107422
0.0,23.796316146850586
0.0,23.2839412689209
0.0,22.83603286743164
0.0,22.4948787689209
0.0,22.166845321655273
0.0,21.672380447387695
0.0,21.062641143798828
0.0,20.386829376220703
0.0,19.69224739074707
0.0,19.024381637573242
0.0,18.33743667602539
0.0,17.632150650024414
0.0,16.864463806152344
0.0,16.081541061401367
0.0,15.239206314086914
0.0,14.339741706848145
0.0,13.385344505310059
0.0,12.422896385192871
0.0,11.363173484802246
0.0,10.299447059631348
0.0,9.276632308959961
0.0,8.248393058776855
0.0,7.259701251983643
0.0,6.264273166656494
0.0,5.262370586395264
0.0,4.299002647399902
0.0,3.372687816619873
0.0,2.4372365474700928
0.0,1.3587100505828857
0.0,0.2769056558609009
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.14791102707386017
0.0,1.3508226871490479
0.0,2.552232027053833
0.0,3.7969565391540527
0.0,5.128098011016846
0.0,6.497568607330322
0.0,7.903890132904053
0.0,9.345649719238281
0.0,10.776721000671387
0.0,12.152750968933105
0.0,13.520620346069336
0.0,14.880638122558594
0.0,16.233112335205078
0.0,17.578330993652344
0.0,18.916574478149414
0.0,20.248109817504883
0.0,21.573196411132812
0.0,22.802555084228516
0.0,23.984630584716797
0.0,25.166004180908203
0.0,26.391464233398438
0.0,27.659318923950195
0.0,28.878408432006836
184.16587829589844,30.18490219116211
0.0,31.396381378173828
0.0,32.516502380371094
0.0,33.6383056640625
0.0,34.71696090698242
0.0,35.75413131713867
0.0,36.75141143798828
0.0,37.710330963134766
0.0,39.51894760131836
0.0,40.1923713684082
0.0,40.83989715576172
0.0,41.417755126953125
0.0,41.973388671875
0.0,42.50764846801758
0.0,43.0213623046875
0.0,43.51531982421875
0.0,43.94551467895508
0.0,44.31439971923828
0.0,44.71385955810547
0.0,45.09795379638672
0.0,45.46727752685547
0.0,46.00144577026367
0.0,46.515071868896484
0.0,47.008941650390625
0.0,47.43905258178711
184.16580200195312,47.85261917114258
187.57603454589844,48.4293327331543
0.0,49.028629302978516
0.0,49.470584869384766
0.0,49.895545959472656
0.0,50.259395599365234
0.0,50.65401840209961
0.0,51.078224182128906
0.0,51.486114501953125
0.0,51.833553314208984
0.0,52.16762924194336
0.0,52.488853454589844
0.0,52.75296401977539
0.0,52.96215057373047
0.0,53.163291931152344
0.0,53.35669708251953
0.0,53.40837478637695
0.0,53.45806884765625
0.0,53.461082458496094
0.0,53.419219970703125
0.0,53.2894401550293
0.0,53.16465377807617
0.0,52.910377502441406
0.0,52.6658821105957
0.0,52.38602828979492
0.0,52.16170120239258
0.0,51.85647201538086
0.0,51.518218994140625
0.0,51.148216247558594
0.0,50.7476806640625
0.0,49.63616180419922
0.0,49.2490234375
0.0,48.92153549194336
0.0,48.60663986206055
0.0,48.259098052978516
0.0,47.96968460083008
0.0,47.73616027832031
0.0,47.511619567871094
0.0,47.295711517333984
0.0,47.04335403442383
0.0,46.75593566894531
0.0,46.47957229614258
0.0,46.213836669921875
0.0,45.91355895996094
0.0,45.62483215332031
0.0,45.34720993041992
0.0,45.035499572753906
0.0,44.6462516784668
0.0,44.227210998535156
0.0,43.82429122924805
0.0,43.39210510253906
0.0,42.93177795410156
0.0,42.53392028808594
0.0,42.151363372802734
0.0,41.78351974487305
0.0,41.42982864379883
0.0,41.04497146606445
0.0,40.67491912841797
0.0,40.27433776855469
0.0,39.88916015625
0.0,39.474037170410156
0.0,39.07487869262695
0.0,38.64630889892578
0.0,38.234222412109375
0.0,37.882747650146484
0.0,37.54479217529297
0.0,37.21983337402344
0.0,36.95214080810547
0.0,36.739505767822266
0.0,36.579811096191406
0.0,36.38149642944336
0.0,36.14604568481445
0.0,35.919647216796875
0.0,35.701961517333984
0.0,35.492645263671875
0.0,35.2913818359375
0.0,35.14262008666992
0.0,35.04434585571289
0.0,34.99460983276367
0.0,34.94678497314453
0.0,34.85604476928711
0.0,34.76879119873047
0.0,34.774417877197266
0.0,34.824588775634766
0.0,34.82807159423828
0.0,34.831417083740234
0.0,34.834632873535156
0.0,34.83772659301758
0.0,34.885467529296875
0.0,34.976131439208984
0.0,35.06330871582031
0.0,35.05760955810547
0.0,35.007362365722656
0.0,35.003814697265625
0.0,35.00040054321289
0.0,34.952354431152344
0.0,34.81663513183594
0.0,34.6413688659668
0.0,34.47284698486328
0.0,34.31080627441406
0.0,34.110233306884766
0.0,33.91737365722656
0.0,33.68716812133789
0.0,33.42105484008789
0.0,33.12041473388672
0.0,32.78657531738281
0.0,32.420814514160156
0.0,32.024356842041016
0.0,31.5983829498291
0.0,31.2783203125
0.0,30.970565795898438
0.0,30.674650192260742
0.0,30.39011573791504
0.0,30.16128921508789
0.0,29.941261291503906
0.0,29.77446174621582
0.0,29.569313049316406
0.0,29.372055053710938
0.0,29.182382583618164
0.0,29.044771194458008
0.0,28.912450790405273
0.0,28.740455627441406
0.0,28.575077056884766
0.0,28.505582809448242
0.0,28.483524322509766
0.0,28.462312698364258
0.0,28.35239601135254
0.0,28.201942443847656
0.0,28.102039337158203
0.0,27.961214065551758
0.0,27.8258056640625
0.0,27.74036979675293
0.0,27.658218383789062
0.0,27.579227447509766
0.0,27.50327491760254
0.0,27.43024253845215
0.0,27.4047794342041
0.0,27.38029670715332
0.0,27.246320724487305
0.0,27.227930068969727
0.0,27.25501251220703
0.0,27.236289978027344
0.0,27.083999633789062
0.0,26.93756675720215
0.0,26.752002716064453
0.0,26.57357406616211
0.0,26.35724639892578
0.0,26.14923858642578
0.0,25.94923210144043
0.0,25.756916046142578
0.0,25.571998596191406
0.0,25.39419174194336
0.0,25.223224639892578
0.0,25.058834075927734
0.0,24.945528030395508
0.0,24.881343841552734
0.0,24.774866104125977
0.0,24.672481536865234
0.0,24.529272079467773
0.0,24.391571044921875
0.0,24.303930282592773
0.0,24.21965980529785
0.0,24.0938663482666
0.0,23.92814826965332
0.0,23.67928123474121
0.0,23.395221710205078
0.0,23.122087478637695
0.0,22.814693450927734
0.0,22.474361419677734
0.0,22.102354049682617
0.0,21.74465560913086
0.0,21.445476531982422
0.0,21.157806396484375
0.0,20.88119888305664
0.0,20.615230560302734
0.0,20.3594913482666
0.0,20.113590240478516
0.0,19.877145767211914
0.0,19.64979362487793
0.0,19.386425018310547
0.0,19.1331844329834
0.0,18.889684677124023
0.0,18.655548095703125
0.0,18.430419921875
0.0,18.258712768554688
0.0,18.093608856201172
0.0,17.934856414794922
0.0,17.737445831298828
0.0,17.50286293029785
0.0,17.27730369567871
0.0,17.015661239624023
0.0,16.67455291748047
0.0,16.257038116455078
0.0,15.81081771850586
0.0,15.426523208618164
0.0,15.101773262023926
0.0,14.789512634277344
0.0,14.534026145935059
0.0,14.3331298828125
0.0,14.184723854064941
0.0,13.997262001037598
0.0,13.817010879516602
0.0,13.643692016601562
0.0,13.432275772094727
0.0,13.184226989746094
0.0,12.990482330322266
0.0,12.804189682006836
0.0,12.625061988830566
0.0,12.497587203979492
0.0,12.419778823852539
0.0,12.300199508666992
0.0,12.050929069519043
0.0,11.856008529663086
0.0,11.668585777282715
0.0,11.488371849060059
0.0,11.27032470703125
0.0,11.015901565551758
0.0,10.726503372192383
0.0,10.492996215820312
0.0,10.223710060119629
0.0,9.92001724243164
0.0,9.58324146270752
0.0,9.214655876159668
0.0,8.860245704650879
0.0,8.474703788757324
0.0,8.103989601135254
0.0,7.792297840118408
0.0,7.492594242095947
0.0,7.204417705535889
0.0,6.9273247718811035
0.0,6.616125583648682
0.0,6.316895484924316
0.0,5.984410762786865
0.0,5.619950771331787
0.0,5.269507884979248
0.0,4.887784481048584
0.0,4.475978851318359
0.0,4.035248279571533
0.0,3.5667052268981934
0.0,3.0714197158813477
0.0,2.6399471759796143
0.0,2.2698333263397217
0.0,1.9587180614471436
0.0,1.6595687866210938
0.0,1.3271617889404297
0.0,0.9627760648727417
0.0,0.6571687459945679
0.0,0.4080791175365448
0.0,0.213333398103714
0.0,0.07083761692047119
0.0,0.06811308860778809
0.0,0.19978401064872742
0.0,0.32639068365097046
0.0,0.3138371706008911
0.0,0.3017665147781372
0.0,0.3349236845970154
0.0,0.3668055534362793
0.0,0.3974611759185791
0.0,0.4269377589225769
0.0,0.5448077321052551
0.0,0.6581442356109619
0.0,0.8118813633918762
0.0,1.0492326021194458
0.0,1.366982102394104
0.0,1.7620337009429932
0.0,2.186654567718506
0.0,2.6844708919525146
0.0,3.2526676654815674
0.0,3.8885340690612793
0.0,4.499943733215332
0.0,5.0878376960754395
0.0,5.653120517730713
0.0,6.196661949157715
0.0,6.719297409057617
0.0,7.221831798553467
0.0,7.7498016357421875
0.0,8.257464408874512
0.0,8.700839042663574
0.0,9.08240032196045
0.0,9.449286460876465
0.0,9.802061080932617
0.0,10.141267776489258
0.0,10.422664642333984
0.0,10.73800277709961
0.0,11.041211128234863
0.0,11.332758903503418
0.0,11.747379302978516
0.0,12.280344009399414
0.0,12.882332801818848
0.0,13.550695419311523
0.0,14.282878875732422
0.0,15.031661033630371
0.0,15.796407699584961
0.0,16.57650375366211
0.0,17.371360778808594
0.0,18.046119689941406
0.0,18.60540199279785
0.0,19.09840965270996
0.0,19.527692794799805
0.0,19.94046401977539
0.0,20.382123947143555
0.0,20.627742767333984
0.0,20.774391174316406
0.0,20.870635986328125
0.0,21.00794219970703
0.0,21.184730529785156
0.0,21.444242477416992
0.0,21.73853874206543
